시군구,대지위치,연면적(제곱미터),주용도 변환,주용도,착공처리일,준공예정일(사용승인예정일),지번주소,건축면적,위도,경도
강남구,서울특별시 강남구 청담동 58-2,867,근린생활시설,제2종근린생활시설,2022-04-13,2023-04-30,청담동 58-2,,37.5230026,127.0507874
강남구,서울특별시 강남구 논현동 270-27,568,근린생활시설,제2종근린생활시설,2022-04-12,2022-10-30,논현동 270-27,,37.5109215,127.0409878
강남구,서울특별시 강남구 역삼동 638-12,591,근린생활시설,제2종근린생활시설,2022-04-12,2022-12-31,역삼동 638-12,,37.5020833,127.0330527
강남구,서울특별시 강남구 청담동 115-15,1387,근린생활시설,제2종근린생활시설,2022-04-11,2023-03-31,청담동 115-15,,37.5271099,127.0466851
강남구,서울특별시 강남구 청담동 20-11 외1필지,1327,근린생활시설,제2종근린생활시설,2022-04-11,2022-12-31,청담동 20-11,,37.5224659,127.0425641
강남구,서울특별시 강남구 논현동 217-21,458,근린생활시설,제2종근린생활시설,2022-04-11,2022-12-04,논현동 217-21,,37.5121075,127.0333849
강남구,서울특별시 강남구 논현동 254-8,717,근린생활시설,제2종근린생활시설,2022-04-06,2022-10-31,논현동 254-8,,37.5145331,127.041454
강남구,서울특별시 강남구 대치동 1019-2,1156,편의시설,교육연구시설,2022-04-06,2022-12-30,대치동 1019-2,,37.4975303,127.0607544
강남구,서울특별시 강남구 역삼동 609-11,317,근린생활시설,제1종근린생활시설,2022-04-05,2022-08-31,역삼동 609-11,,37.505648,127.0332918
강남구,서울특별시 강남구 역삼동 624-8,700,근린생활시설,제1종근린생활시설,2022-04-04,2023-04-15,역삼동 624-8,,37.5044633,127.0313312
강남구,서울특별시 강남구 역삼동 625-20,1582,근린생활시설,제1종근린생활시설,2022-04-04,2023-04-14,역삼동 625-20,,37.5034304,127.0318501
강남구,서울특별시 강남구 논현동 193-22,733,근린생활시설,제2종근린생활시설,2022-04-01,2022-12-31,논현동 193-22,,37.5074534,127.0312733
강남구,서울특별시 강남구 청담동 32-1,665,주택,단독주택,2022-03-30,2023-02-28,청담동 32-1,,37.5197867,127.0483134
강남구,서울특별시 강남구 삼성동 49-3,854,근린생활시설,제2종근린생활시설,2022-03-29,2022-11-30,삼성동 49-3,,37.5129076,127.0505986
강남구,서울특별시 강남구 논현동 65-1,601,근린생활시설,제2종근린생활시설,2022-03-29,2023-01-27,논현동 65-1,,37.5191454,127.0297319
강남구,서울특별시 강남구 역삼동 607-7,495,근린생활시설,제2종근린생활시설,2022-03-29,2022-08-31,역삼동 607-7,,37.5054369,127.0339132
강남구,서울특별시 강남구 삼성동 100-2,1522,주택,공동주택,2022-03-29,2023-02-06,삼성동 100-2,,37.516694,127.0655425
강남구,서울특별시 강남구 청담동 48 외1필지,7669,업무시설,업무시설,2022-03-24,2025-02-22,청담동 48,,37.5239354,127.0478998
강남구,서울특별시 강남구 대치동 960-1,536,근린생활시설,제2종근린생활시설,2022-03-23,2023-02-28,대치동 960-1,,37.503851,127.0589188
강남구,서울특별시 강남구 논현동 41-4,1035,업무시설,업무시설,2022-03-23,2023-02-15,논현동 41-4,,37.5141743,127.025249
강남구,서울특별시 강남구 청담동 50-1 외1필지,9999,업무시설,업무시설,2022-03-23,2025-02-22,청담동 50-1,,37.5241866,127.0498877
강남구,서울특별시 강남구 논현동 4-11,293,근린생활시설,제2종근린생활시설,2022-03-21,2022-11-15,논현동 4-11,,37.5164388,127.0224322
강남구,서울특별시 강남구 청담동 119-3 외2필지,9639,주택,공동주택,2022-03-21,2025-07-09,청담동 119-3,,37.5245328,127.047675
강남구,서울특별시 강남구 논현동 172-12,496,근린생활시설,제2종근린생활시설,2022-03-14,2022-10-22,논현동 172-12,,37.5084391,127.02896
강남구,서울특별시 강남구 논현동 160-14,427,근린생활시설,제1종근린생활시설,2022-03-14,2022-09-30,논현동 160-14,,37.5086724,127.0258906
강남구,서울특별시 강남구 청담동 96-8,735,근린생활시설,제2종근린생활시설,2022-03-14,2023-01-05,청담동 96-8,,37.5253766,127.0451584
강남구,서울특별시 강남구 논현동 110-11,631,근린생활시설,제2종근린생활시설,2022-03-10,2022-12-06,논현동 110-11,,37.5181449,127.0390605
강남구,서울특별시 강남구 논현동 114-20 외1필지,997,근린생활시설,제2종근린생활시설,2022-03-10,2023-02-28,논현동 114-20,,37.5168427,127.0364969
강남구,서울특별시 강남구 역삼동 609-5,630,근린생활시설,제1종근린생활시설,2022-03-08,2022-12-31,역삼동 609-5,,37.5052201,127.032647
강남구,서울특별시 강남구 신사동 646-20,514,근린생활시설,제1종근린생활시설,2022-03-07,2022-08-17,신사동 646-20,,37.5256896,127.036882
강남구,서울특별시 강남구 역삼동 621-15,654,근린생활시설,제1종근린생활시설,2022-03-07,2022-11-30,역삼동 621-15,,37.5014473,127.0276888
강남구,서울특별시 강남구 논현동 11-17,2218,업무시설,업무시설,2022-03-03,2022-12-15,논현동 11-17,,37.5167919,127.0249265
강남구,서울특별시 강남구 삼성동 92,280,근린생활시설,제2종근린생활시설,2022-03-02,2022-09-09,삼성동 92,,37.5165593,127.0615024
강남구,서울특별시 강남구 율현동 196-81,360,주택,단독주택,2022-02-25,2022-10-13,율현동 196-81,,37.4724109,127.1088183
강남구,서울특별시 강남구 논현동 267-10,538,근린생활시설,제2종근린생활시설,2022-02-24,2023-01-05,논현동 267-10,,37.5130363,127.0419844
강남구,서울특별시 강남구 도곡동 952-6 외2필지,15483,편의시설,교육연구시설,2022-02-23,2024-02-29,도곡동 952-6,,37.4861895,127.0336907
강남구,서울특별시 강남구 논현동 83-12,878,근린생활시설,제2종근린생활시설,2022-02-19,2023-02-25,논현동 83-12,,37.5166856,127.0335895
강남구,서울특별시 강남구 역삼동 700 외1필지,8646,업무시설,업무시설,2022-02-18,2024-08-07,역삼동 700,,37.5049137,127.0420373
강남구,서울특별시 강남구 논현동 46-4,1163,근린생활시설,제2종근린생활시설,2022-02-18,2023-01-21,논현동 46-4,,37.5128628,127.0230116
강남구,서울특별시 강남구 역삼동 630-7,479,주택,단독주택,2022-02-18,2022-06-30,역삼동 630-7,,37.5027632,127.0325599
강남구,서울특별시 강남구 역삼동 704-10,602,근린생활시설,제2종근린생활시설,2022-02-16,2022-11-20,역삼동 704-10,,37.5054119,127.0444683
강남구,서울특별시 강남구 논현동 269-11,2793,업무시설,업무시설,2022-02-16,2023-10-15,논현동 269-11,,37.5110956,127.042344
강남구,서울특별시 강남구 삼성동 142-17,1977,업무시설,업무시설,2022-02-14,2023-02-28,삼성동 142-17,,37.506454,127.0516903
강남구,서울특별시 강남구 역삼동 810-12,690,근린생활시설,제2종근린생활시설,2022-02-11,2023-01-31,역삼동 810-12,,37.5032279,127.0263967
강남구,서울특별시 강남구 논현동 233-11,729,근린생활시설,제2종근린생활시설,2022-02-10,2022-07-15,논현동 233-11,,37.5085495,127.0346275
강남구,서울특별시 강남구 청담동 101-22,1088,근린생활시설,제2종근린생활시설,2022-02-08,2023-02-28,청담동 101-22,,37.5273812,127.0464769
강남구,서울특별시 강남구 삼성동 118-27,644,근린생활시설,제2종근린생활시설,2022-02-08,2022-12-31,삼성동 118-27,,37.5114346,127.0528716
강남구,서울특별시 강남구 논현동 257-15,1265,근린생활시설,제2종근린생활시설,2022-02-07,2022-12-31,논현동 257-15,,37.5119963,127.0389685
강남구,서울특별시 강남구 논현동 66-19,441,근린생활시설,제2종근린생활시설,2022-02-04,2023-03-02,논현동 66-19,,37.5185561,127.0297339
강남구,서울특별시 강남구 일원동 635-14,289,주택,공동주택,2022-01-26,2022-12-30,일원동 635-14,,37.4934345,127.0851383
강남구,서울특별시 강남구 일원동 638-18,280,주택,공동주택,2022-01-26,2022-08-13,일원동 638-18,,37.4947943,127.0852642
강남구,서울특별시 강남구 일원동 629-14,280,주택,공동주택,2022-01-26,2022-08-13,일원동 629-14,,37.4938983,127.0838356
강남구,서울특별시 강남구 일원동 641-11,393,주택,공동주택,2022-01-26,2021-07-31,일원동 641-11,,37.4940704,127.0861574
강남구,서울특별시 강남구 청담동 99-4,1087,근린생활시설,제2종근린생활시설,2022-01-25,2023-01-05,청담동 99-4,,37.5258213,127.0456697
강남구,서울특별시 강남구 청담동 126-14 외1필지,1160,근린생활시설,제2종근린생활시설,2022-01-25,2022-11-10,청담동 126-14,,37.5257931,127.0516753
강남구,서울특별시 강남구 일원동 643-13,590,주택,공동주택,2022-01-24,2023-01-23,일원동 643-13,,37.4927025,127.0868435
강남구,서울특별시 강남구 청담동 32-7,885,근린생활시설,제2종근린생활시설,2022-01-24,2022-11-30,청담동 32-7,,37.5198094,127.0484466
강남구,서울특별시 강남구 역삼동 826-44 외2필지,1995,업무시설,업무시설,2022-01-21,2022-12-31,역삼동 826-44,,37.4959116,127.0298199
강남구,서울특별시 강남구 역삼동 683-7,1053,근린생활시설,제2종근린생활시설,2022-01-19,2022-09-30,역삼동 683-7,,37.5082416,127.0438531
강남구,서울특별시 강남구 신사동 559-14,455,근린생활시설,제2종근린생활시설,2022-01-19,2021-08-30,신사동 559-14,,37.5200204,127.0260213
강남구,서울특별시 강남구 대치동 899-35,1056,근린생활시설,제2종근린생활시설,2022-01-18,2022-08-30,대치동 899-35,,37.5025814,127.0513616
강남구,서울특별시 강남구 논현동 37-12,884,업무시설,업무시설,2022-01-17,2023-03-31,논현동 37-12,,37.5148855,127.0294341
강남구,서울특별시 강남구 논현동 180-10,461,근린생활시설,제1종근린생활시설,2022-01-17,2022-11-30,논현동 180-10,,37.5072801,127.0282714
강남구,서울특별시 강남구 개포동 167-9,3340,편의시설,교육연구시설,2022-01-14,2023-01-31,개포동 167-9,,37.4827505,127.0607732
강남구,서울특별시 강남구 역삼동 719-17 외1필지,1995,업무시설,업무시설,2022-01-14,2023-04-10,역삼동 719-17,,37.5012467,127.0408457
강남구,서울특별시 강남구 역삼동 719-16,1996,업무시설,업무시설,2022-01-14,2023-04-10,역삼동 719-16,,37.5014076,127.0408007
강남구,서울특별시 강남구 역삼동 834-19,496,근린생활시설,제2종근린생활시설,2022-01-13,2022-09-30,역삼동 834-19,,37.4931694,127.0347294
강남구,서울특별시 강남구 역삼동 744-16,786,근린생활시설,제2종근린생활시설,2022-01-12,2022-08-31,역삼동 744-16,,37.4972496,127.036527
강남구,서울특별시 강남구 논현동 21-3,1564,근린생활시설,제2종근린생활시설,2022-01-11,2022-12-31,논현동 21-3,,37.5145481,127.0210904
강남구,서울특별시 강남구 도곡동 902-1 외2필지,5088,주택,공동주택,2022-01-11,2023-08-17,도곡동 902-1,,37.4881903,127.039606
강남구,서울특별시 강남구 논현동 193-12,702,근린생활시설,제2종근린생활시설,2022-01-10,2022-12-31,논현동 193-12,,37.5079848,127.0316906
강남구,서울특별시 강남구 논현동 72-1,717,근린생활시설,제2종근린생활시설,2022-01-10,2023-01-02,논현동 72-1,,37.5185236,127.0316981
강남구,서울특별시 강남구 역삼동 705-22,6550,업무시설,업무시설,2022-01-07,2024-10-31,역삼동 705-22,,37.5050707,127.0483012
강남구,서울특별시 강남구 신사동 590-15 외1필지,3397,근린생활시설,제1종근린생활시설,2022-01-06,2023-03-03,신사동 590-15,,37.5212415,127.0294434
강남구,서울특별시 강남구 논현동 224-20,1137,근린생활시설,제2종근린생활시설,2021-12-31,2022-10-30,논현동 224-20,,37.5104588,127.0350667
강남구,서울특별시 강남구 역삼동 653-3,4800,주택,공동주택,2021-12-30,2023-06-30,역삼동 653-3,,37.5083489,127.0383095
강남구,서울특별시 강남구 대치동 983-13,4601,업무시설,업무시설,2021-12-30,2023-08-09,대치동 983-13,,37.5022259,127.0660067
강남구,서울특별시 강남구 청담동 58-22,1342,근린생활시설,제2종근린생활시설,2021-12-29,2023-01-02,청담동 58-22,,37.5235466,127.0512003
강남구,서울특별시 강남구 논현동 217-46,700,근린생활시설,제2종근린생활시설,2021-12-29,2022-07-31,논현동 217-46,,37.5123708,127.034291
강남구,서울특별시 강남구 청담동 18-41,655,근린생활시설,제2종근린생활시설,2021-12-28,2022-06-30,청담동 18-41,,37.5227761,127.0445965
강남구,서울특별시 강남구 역삼동 824-22 외3필지,27025,업무시설,업무시설,2021-12-27,2024-08-31,역삼동 824-22,,37.4981722,127.0310087
강남구,서울특별시 강남구 역삼동 765-3,2007,근린생활시설,제2종근린생활시설,2021-12-23,2022-02-04,역삼동 765-3,,37.4964926,127.0524395
강남구,서울특별시 강남구 삼성동 142-5 외1필지,2966,업무시설,업무시설,2021-12-22,2023-03-31,삼성동 142-5,,37.5058193,127.0505266
강남구,서울특별시 강남구 논현동 213-20,525,근린생활시설,제2종근린생활시설,2021-12-22,2022-06-30,논현동 213-20,,37.5133218,127.0326849
강남구,서울특별시 강남구 역삼동 798-32,1660,업무시설,업무시설,2021-12-17,2022-12-16,역삼동 798-32,,37.492325,127.0397928
강남구,서울특별시 강남구 신사동 625-1,1797,주택,공동주택,2021-12-17,2022-08-30,신사동 625-1,,37.5242868,127.0310625
강남구,서울특별시 강남구 신사동 639-5,715,근린생활시설,제1종근린생활시설,2021-12-16,2022-09-30,신사동 639-5,,37.5283567,127.0366565
강남구,서울특별시 강남구 신사동 541-14,597,근린생활시설,제2종근린생활시설,2021-12-15,2022-10-30,신사동 541-14,,37.5188361,127.0235899
강남구,서울특별시 강남구 논현동 156-27,547,근린생활시설,제2종근린생활시설,2021-12-08,2022-12-13,논현동 156-27,,37.5100911,127.0291229
강남구,서울특별시 강남구 삼성동 9-17,602,근린생활시설,제2종근린생활시설,2021-12-06,2022-09-01,삼성동 9-17,,37.5144552,127.0430725
강남구,서울특별시 강남구 대치동 903-27,4382,주택,공동주택,2021-12-06,2024-04-30,대치동 903-27,,37.5032203,127.0581259
강남구,서울특별시 강남구 대치동 903-29 외1필지,5631,주택,공동주택,2021-12-06,2024-04-30,대치동 903-29,,37.5032822,127.0580969
강남구,서울특별시 강남구 역삼동 624-27,857,근린생활시설,제1종근린생활시설,2021-12-03,2022-08-22,역삼동 624-27,,37.5035843,127.0313787
강남구,서울특별시 강남구 논현동 207-4,1929,업무시설,업무시설,2021-12-02,2023-08-31,논현동 207-4,,37.5134677,127.0312533
강남구,서울특별시 강남구 논현동 44-5,1497,근린생활시설,제2종근린생활시설,2021-11-30,2022-11-12,논현동 44-5,,37.5128677,127.0240364
강남구,서울특별시 강남구 청담동 128-24,1379,근린생활시설,제1종근린생활시설,2021-11-26,2022-09-30,청담동 128-24,,37.5260213,127.0533931
강남구,서울특별시 강남구 대치동 931-5,593,근린생활시설,제2종근린생활시설,2021-11-25,2022-06-30,대치동 931-5,,37.5008079,127.0592227
강남구,서울특별시 강남구 청담동 9-11,599,근린생활시설,제1종근린생활시설,2021-11-25,2022-05-30,청담동 9-11,,37.5217956,127.0480277
강남구,서울특별시 강남구 논현동 95-19,593,근린생활시설,제2종근린생활시설,2021-11-24,2022-07-31,논현동 95-19,,37.5213387,127.0377932
강남구,서울특별시 강남구 청담동 19-3,726,근린생활시설,제2종근린생활시설,2021-11-24,2022-09-10,청담동 19-3,,37.5223623,127.043122
